essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
6879	3	In the story, the rider faced several meloncholy sites. For examples the “ghost town” that he ran into at first really put a load on him because he had no one to ask for futher directions or somewhere to freshen up. Futher on down the road the hill he came up on was a physical obsticle that he had to go over. With the sun beating on his back and the emptiness of the road he might have begin to want to turn back. He kept on persaveering which was how he made it down. The lack of water also mad it difficult for him. Traveling with his water running out and beginning to feel sick did not go well with him.	3.0	2.0		3.0																					
6896	3	The features of the setting affected the cyclist, by putting him in unwanted places starting off with this man took advice from many older men, which don’t even know the area anymore. So riding through this man seems lost, he is trying to follow their advice, but comes across many unknown, unwanted areas. He starts out good, then comes to a “Rough Road” and he even says “sometimes life can feel so cruel”. Then he come to this large snake in the middle of the road scary enogth he has to slow ride past this thing taking up most of the road. Coming over these thing was very strong and hard of this young man.	2.0	3.0		3.0																					
6898	3	"I think the features in the setting of the story ""Do not exceed the speed limit, by Joe Kurmaskie, highly affect the cyclist. Some implied a information would be that it is very hot out, and the people in towns didn't help him. I know that it is not because the text says,""somewhere in the neighbourhood of @NUM1 degrees."" This implies that it is very hot outside. I can tell the people in towns didn't help him because the text says, ""Never accept travel advice from collection of old-timers who havent left the confines of their porches since carter was in office. ""This shows that the people in towns didnn't help him. Some expressed information in this text would be that there is a rough road, and a shake was in his way. I know this is expressed because it tells you right in the text. ""Rough road ahead: Do not exceed posted speed limit. ""This comes right out and tells you there is a rough road. You know there is a shake because the text says, ""and rediculously large snake blocked the majority of the road. I think there are many implied t expressed information in the story""do not exceed the speed limit. "	3.0	2.0		3.0																					
6899	3	The features of the setting affected the cyclist in a larger way, almost resulting in a very sevior situation. The cyclist was in a desert. Like terria, which was not dinsely populated on his trail, there was a lack of fresh water supplys, and the tempatures is more extreme. The cyclist could easily have faintid from heatstroke, due to the lack of water and excessive heat and work that his was doing peatling. Had the area been more populated, he would have had more chances to stock up on water greatly indecriasing his risk of heat stroke. There was also the snakes which presentid danger for him, has he been bitting then he would be at least @NUM1 miles from the closet help which could proven fetal. Had the setting been, say a city park, on a populated country side, them thi setting would had provided exponeutaly loss prodioms and dangers for the cyclist.	3.0	2.0		3.0																					
6904	3	“Do Not Exceed Posted Speed Limit” is an inspiring and almost humorous essay it take the reader inside a journey in a cyxlist daily routine. In this story the author fights dehydration as he tries to make to a national park with shortcut directions from “old timers” the setting of this storygreatly affects the cyclist and the pitty the reader feels for him. Half way through the essay, the biker had already traveled roughly @NUM1 miles; that’s extremely crazy. The fact that he is travelling through California deserts in June is even harder to believe. The first time he mentions the setting, he states he is in a ghost town, two sentences after he states that the sun was beating down. At that point he wasn’t really bothered. Another description of his setting that probably affected his ability to peddle was when he states “flat road was replaced by short rolling hills.” He was already dehydrated and had already traveled so far, the rocky roads probably didn’t help his journey much. The setting basically made the story. If he wouldn’t have been peddling in the desert, it would have just been another trip in his life. The setting makes the reader see what cyclist really go through. 	3.0	3.0		3.0																					
6915	3	In Joe Kurmaskie’s “Do Not Exceed Posted Speed @CAPS1” the imagery is what sets the cyclist back. The scorching dessert and plant life gives him a sense of seclusion and scares him. Because the cyclist is in the  dessert he keeps on worrying about his water and heatstroke where as if he where in a rain forest he wouldn’t worry about water or heat. I think he siked himself out just by taking in his sorroundings. If the cyclist would have pictured water all around him and arctic like temperatures I think he wouldn’t have been so worried. What’s interesting about this story is that if he would have gotten himself prepared mentally for the conditions he wouldn’t have struggled so much at the end. “At some point tumbleweeds crossed my path and a ridiculously large snake- it really did look like a diamond back blocking the majority the pavement in front of me.”(Kurmaskie @NUM1). If the cyclist word of concentrated more on the task at hand and less on what was going on around him I think he would of succeeded without as much stress.  	2.0	3.0		3.0																					
6917	3	In the essay “Rough road ahead: do not exeed posted speed limit,” the author is continually depressed, by the features of the landscape he passes. At first he passes a ghost town, but because he has enough water, this sight doesn’t bothe him. But the next thing he sees is a rundown old shed and a “rusted water pump,” and this troubles him because he is running out of water. Then he sees a huge snake which does not help his mood, because the snake is blocking his path then he passes an abandoned Welch’s Grape Juice factory and despairs that he will never find water. The setting its features serve to dissappoint depress the cyclist in his quest to find water.	3.0	2.0		3.0																					
6919	3	At First the narrator in Do not Exceed  Posted Speed limit was energetic enthusiastic  about their journey to Yosemite national Park .After getting some helpful advice about a few short cuts the cyclist sets out for adventure .First thing they encounter is ghost town .The gentlemen they a taken advice from had assured them it was booming prosperous town .This set the first wave of doubt through the cyclist mind .Then lack of water began .They were travelling through the high desserts of California in June and slowly running out of water .Flat road was soon replaced by short , rolling hills which only increased the cyclist state deliriousness .After a few more dissapointments the cyclist decides there is no hope and they are going to die .The reader is partly drawn in believing that this is the end for the cyclist .All of the disappointments set the stage for the end of the cyclist and you can’t stop reading because you have to find out what happens.If it weren’t for the hopelessness of the setting you wouldn’t care.	3.0	2.0		3.0																					
6921	3	Poor directions heat, and lack of water affect the cyclist in the story. At the beginning of the story, the cyclist is confident in the directions which would, “slice away hours from my ride to Yosemite National Park.”  As the story progresses, the cyclist is no longer so confident. The “heat of the California, June day causes him to be fluent in drinking water.” I had been hitting my water bottle pretty regularly, and I was travelling through the high deserts of California in June.” This lack of water is a big problem for the cyclist, so big that he was near heat stroke. “I eased past, trying to keep my balance in my dehydrated state. The water bottles contained only a few tantalizing sips.” He braved the elements and forced himself on, with hopes that any source of water would reveal itself to him. His perseverance paid off. “Then , as easily as rounding a bend, my troubles, thirst, and fear were all behind me. The cyclist had found a barst shop and recteved water.	3.0	3.0		3.0																					
6923	3	The features of the setting affected the cyclist in many ways. First, because there was no one in sight he couldn’t ask for any help or direction. Also, because of all the road conditions it was hard to ride a bike through all the rocky roads and he was very tired and dehydrated so that didn’t help him it just tired him more. Another reason is because of the poisonous snakes if he disturbed them they could harm him. Also, if he would had fallen off his bike a snake could have biten him and then he wouldn’t be able to make it anywhere because of the bite. Those are the features of the setting that affected the cyclist.	3.0	3.0		3.0																					
6926	3	”Do not Exceed the posted speed limit” tells a story of learning and determination, as one cyclist bikes through the deserts of California,  encountering obstacles such as snakes and a lack of water along the way.  The descriptive features of the setting greatly affect the protagonist along his journey. The essay takes place in the early summer. As the cyclist prepares to retire for the day, he takes particular note of “the serenity of an early summer evening,” and ends the day feeling calm. The next morning he is excited and rejuvenated, ready to bike again. The heat rises as the day goes on, and by mid-day the cyclist begins to worry about his water supply. He boldly continues forth reaching new terrain, rolling hills. Here he begins to lose hope, and is disappointed when he seem the “town” he hoped to find is an abandoned juice factory. The cyclist thinks he is going to die due to the heat and lack of hydration, but gathers his strength to turn the final bend, and reaches a bait shop where he can stop and get water, he is finally relieved. In conclusion, as the cyclist continues his journey through the California desert, the change in both weather one terrain coincide and affect the cyclist’s change in physical and mental strength to continue traveling.	3.0	3.0		3.0																					
6931	3	The journey of a solo cyclist is a lonely one. The cyclist in “Do not exceed posted speed limit” had a particulaly hard journey, as made even worse by the setting. His main opponent in the battle of staying alive was the heat. In the California deserts as a day in June. It was no surprise that the sun would be heating down particularlly harder than it would at another place anytime. Also, as the terrain became hillier, his journey became even harder. There is nothing hard about biking in a flat straight line. But constantly peadling yourself up steep hills and around winding roads is no picnic. Just like the buildings around him, the cyclist’s water deteriorated as did his state of mind as his trip which started out very joyful became increasingly more mardid. “It didn’t really matter, I was going to die and the birds would pick me clean. This cyclist was fighting against strong forces of nature.	2.0	3.0		3.0																					
6933	3	The features of the setting affect the cyclist because they started to mess with her mind. She didn’t knew where she was and on hip of that got lost. Whether you see nothing around. You or alot around you, you’re going to feel scared. They have the same affect. In the authors case, she was cycling and didn’t/couldn’t and water. This is an over whelming feeling because you can die from dehydration. She then kept cycling and saw nothing. “no one insight; not a building, car, or structure of any kind.” That is alatining no water or people around, as if you are going to be just left to die. These settings would affect anyone who came across them. They dffinately affected the cyclist because she was by herself, and on her dvun. Plus, all she had was a map, her bike and an empty water bottle.	3.0	2.0		3.0																					
6940	3	The features of the setting in “Rough Road:Do Not Exceed the Posted Speed Limit”by Joe kurmaskie affects the cyclist in a very negative way.It begins slowly with the “ghost town”.The narrorator “chuckled, checked my water supply and moved on,” he wasn’t especially worried,but the fact he checked his water suggests that he’ll need to ration it for a while.The decline continues when he reaches the fock and the “ramshackle shed.”@CAPS1 the description of the place shows you he did not like it,and he confirms that with the words,“this sight was troubling.”He wouldn’t be replenishing his water here.Any more of this he’d be dead,either from dehydration or from pessimism.Eventually he reached the road sign which declared that going over 55 mph was a bad idea.This is ironics,he only going 12 mph to put it in his own words,“sometimes life can be so cruel.”He quite obviously hates the setting,and it’s all the fault of the setting.	3.0	2.0		3.0																					
6944	3	In the story “Rough Road ahead: do not exceed posted speed limit” by Joe Kurmaskie the feature of the setting seem negative to the cyclist. The setting seems to start worrying the cyclist two miles after he said that he could make the next @NUM1 miles easily. For example the cyclist says “Not two miles into this next section of the ride, I noticed the terrain changing. Flat road was replaced by short rolling hills, “the cyclist seems worried at that point that things aern’t going to be as easy as they seemed they were going to be. From that point on the setting seemed to get worse for the cyclist later on the cyclist ends up saying “It didn’t really matter. I was going to die and the birds would pick me clean.” That was when the cyclist began to notice his fear of dehydration. The cyclist ended up making it and he realized what a big effect nature can have on you.	2.0	3.0		3.0																					
6946	3	"The setting in “Rough Road Ahead: Do Not @CAPS1 Posted Speed Limit definitely affected the author. The cyclist states, ""Flat road was replaced by short, rolling hills"" (Kurmaskie @NUM1). The cyclist probably found it more difficult to navigate  through the ""hills"" as opposed to the ""Flat roads,"" making him more quickly tired. The speaker states, “I could drop from heatstroke” (Kurmaskie @NUM2). The speaker is implying that it is so hot outside that he could faint from a ‘heatstroke’ which could slow him down. The speaker also states,""water feeling somewhere in the neighborhood of two hundred degrees""(Kurmaskie @NUM3). The author did not have any good water to drink, because it was so hot outside, which affected him in that he was dehydrated. Many aspects of the setting affected the cyclist.  "	3.0	2.0		3.0																					
6949	3	The setting of this short story has a big affect on the cyclist. Since the story takes place in the desert, the temperature is very hot. The cyclist only packed enough water for the intended trip. Since he made a few wrong turns, he ended up needing more water. There were no signs of civilization so he could not stop any where and buy water. He came to a “run-down” rusty fauret and tried to drink water from it, but it was hot and tasted like battery acid. If this short story had a different setting, then the story would not make much sense. For example, if the story would have taken place in @LOCATION1 he could have just stopped and bought water. The setting is one of the most important elements in a story.	3.0	3.0		3.0																					
6957	3	The features of the setting affected the cyclist in several ways. The first was the terrain, which started out flat, then turned to hills. The cyclist was growing tired from all the pedaling. “Flat road was replaced by short, rolling hills.” This tired him out faster, since going uphill is harder than riding flat terrain. The heat definitely affected him, because it made him thirsty. He was “travelling through the high deserts of California in June.” This is a very hot time of year, and when a person get lost without conserving water, which he had not done, a person get extremely thirsty. Not to mention the “sandblasted picture of a young boy pourng a refreshing glass of juice into his mouth,” which would remind the body of its thirst. So the setting most definitely affected the cyclist	2.0	3.0		3.0																					
6958	3	In the story, the cyclist iS greatly affected by the features of the setting. For example, the setting has no thing for miles. Just ghost towns, makes it imposible to find any water. Also it’s a desert like setting, adding to his thirst. Another example is the hills, that made him even more thirsty. It was June in California so it must have been pretty hot and also the town that he are to had no water because they seemed desorted. Another example is the state he put under his tongue. It’s a trick that lets you survive alot more effectively. Therefore the settings affected his journey and made him wish he didn’t take the old mans advice.	3.0	2.0		3.0																					
6961	3	In “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie, the setting affects the cyclist. The cyclist takes advice from some old guys and ends up wishing he never did. He is on an empty road, flat and dry. He ends up drinking all of the water he has, and needing to stop for some more.” I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June.” He stopped to get more water, but once, all that came out was some tar like stuff, and then he couldn’t find another place for quite a white. The flat road was replaced by short, rolling hills and he came to a sigh that said “Rough Road Ahead: Do Not Exceed Speed Limit”, and passed tumble weeds and a large snake. All of these things impacted his journey with fear, caution, etc. When he finally reached a place to get a drink, he was finally satisfied. Because it was hot, and empty, he was more thirsty so therefore the setting affected the cyclist.	2.0	3.0		3.0																					
6965	3	The features of the setting intensely effect the cyclist over period of time. Destined to reach yosemite national park from Lodi, California, a determined cyclist rode strongly through the gentle evening strongly. When the setting changed, so did the effect it had on the cyclist. When the man reached the first town, which was deserted, energy began depleting because the sun began to come into the picture. next, he came to a shed desperate for water only to find rusty pumps with tainted, unsafe water. When the flat terrain turned to rolling hills, the man was entirely exhausted”. With what I believed to be my last burst of enery, I manevuered down the hill”. That quote directly describes what the man was feeling and how the hills effected him. When the man stumbled across a fish camp with water, he became reloaded and replerilshed with confidence he had before when he “rode into the morning with strong legs and a smile”	3.0	2.0		3.0																					
6967	3	"In the essay “Do Not @CAPS1 Posted Speed Limit” the setting effects the cyclist in many ways. When the cyclist arrived at the first town, he described it as a ghost town. This effected the cyclist because he started to have doubts about the directions he received, but he was looking foward to the cool pines and rushing rivers of Yosemite so he persevered. The setting of the next land mark was similar to the last. There was a shed, a few rusty pipes and a corral that ""Couldn’t hold in the lamest mule.” This made the cyclist more werry of the path ahead because he was running out of water. The next place was also similar. There was an abandoned @ORGANIZATION1. The cyclist was running out of water and now thought he was going to die because everything was deserted. Then, finally, the setting changed. There was a store that was actually opened. The cyclist then felt happy and relieved. That is how the different settings effected the cyclist."	3.0	2.0		3.0																					
6968	3	The author’s setting described a difficult terrain and harsh weather for bike riding. The author said that it was early summer which means it could be hot and uncomfortable weather for the cyclist. The author also that when the cyclist reached the first town, the sun began to heat down. That means the temperature is going to rise since the sun is getting stronger. Riding a bike in hot weather is very difficult because it takes a lot of effort and makes your body dehydrate faster because the heat makes you sweat which lowers your water retention. Another feature of the setting that the author described was the cyclist’s location. He was traveling through the high deserts of California. This gives you a sense of how much hotter it is since he’s traveling through deserts during early summer while the sun is high. After the first couple town, he starts to ride on short, rolling hills. Hills take a bigger toll on a person’s body because it takes more effort to pedal up a hill.	3.0	2.0		3.0																					
6979	3	In the essay “Do Not Exceed Posted Speed Limit,” many features of the setting affected the cyclist. And these setting could be easily formed in the middle part of the essay. And these settings caused the cyclist exsaused on his journey. First, the cyclist noticed a rode change from flat to short, rolling hills. He had to spend more energy to go up the hills which caused him to loss a certain amount of  energy. Then, his lack of water caused him a dehydrated state. He could loss an another large amount of energy by this and out of this stage, he mostly needs someone to support him or be on his side, but he was riding alone, there was no one on sight, not a building, car or structure of any kind. This might cause his emotion break down to make his energy to loss. Overall, the cyclist suffered a loss of energy on his journey. And was unable to have a supporter to help	2.0	3.0		3.0																					
6982	3	The features of the setting effect the cyclist on different occasions in different ways. For instance, when arriving at the first town, the author calls it your average ghost town but continues on with confidence. The next building he saw was an abondoned Welch’s Juice bottle factory, on the building was a singn with a boy drinking a cold glass of juice. This intimidates the reacher the begins to question the wisdom of the old men. Continuing on he reaches another building. To his relief its a bolt shop that was still in business. He goes to the sink immediately to drink the water at this point he is relieved to have water $ be near civilization instead of in dessert without a sight of liFe or building. Therefore his surrouding throughout the story make him indifferent, confident & relieved.   	3.0	2.0		3.0																					
6986	3	The setting in the short story; “Rough Road Ahead: Do Not Exceed speed Limit” greatly affects the cyclist. The rough terrain and blazing sun test him and make him suffer in ways he never imagined. One point, after the cyclist has been going for hours he notes, “Over on long crippling hill, a building came into view. I wiped sweat from my eyes to make sure it wasn’t a mirage…” this setting has caused the cyclist to become so dehydrated that he can’t think. The cyclist knows the dangers of the setting around him. As you can see the setting has a very strong affect on the cyclist.	2.0	3.0		3.0																					
6989	3	"In the essay, “Rough Road ahead"" the character sees many settings through his ride, all of which affect his mood and physical condition. For example, when the author describes one place he came to as, “one ramshackle shed, several rusty pumps and a corral that couldn’t hold in the lamest mute greeted me. Thes sight was troubling”, this was the turning point where the cyclist began to worry. He was running out of water, “The sun was beginning to beat down”, and he was probably tired of pedaling. But, to make matters worse, he came to rolling hills. This affected him because he had to work harder and had less water to pick him up. When he finally got to a “modernized” town his spirits were lifted, and he was able to get water to cool him down. This gave him more strength and will-power to continue his trip Yosemite park."	3.0	2.0		3.0																					
7003	3	The features of the setting greatly affect the cyclist. Some of these features include:- the heat, dangerous animals, not a lot of civilization, and the terrain. In the essay, each of these features were spoke of and they all affected the cyclist in a negative way. For example, when the cyclist headed from the intense heat, he needed to find a town. The first “town” he found he described as a “ghost town” It took a while to find another town and he had been hitting [his] water bottles pretty regularly and [he] was travelling through the high deserts of California in June so he was getting really dehydrated and ready to collapse. The flat road [being] replaced by short, rolling hills wasn’t helping either. The terrain really affected the ?? he had to exert in order to keep going, along with being dehydrated the cyclist had to deal with dangerous animals. During his journey “a ridiculously large snake blacked the majority of the ?? “which  ?? him it could have ?? The features of the getting definitely affected the cyclist in many ways	3.0	2.0		3.0																					
7020	3	In the story, “Do not exceed posted speed limit”, there are many features of the setting that affect the cyclist. First, in the beginning of the story it says that, “The sun was beginning to beat down”, the temperature was beginning to rise, but it had not really affected the cyclist because he had plenty of water supply. Next the story says, “I was travelling through the high deserts of California in June”, California’s temperature is really high and June is one of the hottest months of the year. The temperature was very high and the cyclist did not have much water left. This was affecting the cyclist because he was tired, hot, and getting dehydrated. Finally, at the end of the story the terrains were changing and there had been more hills and a road that was not as smooth as pavement because it was a dirt road and the hills were making the cyclist have to cycle harder to go past making him very tired. Also the temperature was still very high and he did not have barely any water left. By the end of the ride the setting of roads, temperature and the distance of the ride had made the cyclist exguasted and dehydrated. 	2.0	3.0		3.0																					
7021	3	In the short story “Rough road ahead .Do not exceed posted speed limit ,” The cyclist faced many difficulties .These difficulties were the result of the setting .The story takes place in “the high deserts of California in June “ .Because the month June is very warm , and the climate of California is usually hot and dry ,the cyclist ran into problems .Not only did this affect the cyclist , but he travelling through the desert .The setting also included several abandoned towns along the way , which contributed to the problem .The cyclistsoon ran out of water , and discovered the towns that lay before him were unoccupied .He had no choice but to continue with his the journey .	2.0	3.0		3.0																					
7026	3	The setting in the essay “Rough Road Ahead” makes the bikers travel a very difficult challenge that he has to overcome. When the “flat road was replaced by short, rolling hills,” the biker must use more energy to peddl up the hills. This made it hard on him to overcome his exauhtion of physical endurance. Also, he states that he was “traveling through the high desert of California in June” this weather is very hot and dry, therefor causing him to quickly run low on water. And, because he was in the desert, there was no sign of towns or people or salvation of any type. These conditions made it hard on the biker because he knew if he dropped from dehydration, no one would be around to save him. In conclution, these hard conditions challenged the bike a great deal.	2.0	3.0		3.0																					
7027	3	The features of the setting affect the cyclist in many ways. The cyclist was on a very long bike ride to Yosemite National Park. However, on the way there, he had to cross through a desert like terrain. The blistering sun had been beating on his back for many miles. All the heat built up a desire for him to get water. He had been very tired. The terrain had made him drenched in sweat. If it wasn’t so hot, then he wouldn’t of had that much of a hard time. The desert contains a very high temperature, which makes it harder to endure physical activities. Even if you are to have a high endurance. The heat will make you very tired, and you will lose a lot of energy. Also, it didn’t help anything, that the elderly men, had gave him terrible directions. That is why I think the setting affected the cyclist.	2.0	3.0		3.0																					
7028	3	The setting in the story “Do not exceed posted speed limit” affect the author in a big way. The features of the setting are that “there was no one in sight, not a building, car, or structure of any kind.” The fact that there was nothing around him, made the author lose hope and trust. After the author saw the old juice factory, he felt like something was happening in his favor. Then he saw that it was abandoned and he lost all hope. He shows his loss of hope again when he talks about how he’s going to die. He shows that he’s lost trust in the old men when he talks about never accepting advice from “old-timers who haven’t left their porches since Carter was in office.” In conclusion, the features of the directions he was given and lose any hope of surviving.	3.0	2.0		3.0																					
7033	3	The features of the setting affect the cyclist by making his mood change. In the @LOCATION1, where it’s nice, shaded, and cool, he feels fairly good. He’s excited and ready to take on the adventure of a new path. His still in a good mood when he comes to the first town. As he moves on, and his water supply deplets, his mood sinks lower and he becomes more frustrated. In the ironic twist of fate that he finds a Welch’s Grape Juice, Factory, he is about to quit. He is dejected and almost ready to admit defeat. But he forces himself to go on, and when he finally reaches a place with water, his relief is mixed with wariness of the old man sitting on the porch. He will never take after for granted or advice from old men ever again.	2.0	3.0		3.0																					
7034	3	The features of the setting only drain the cyclist's willpower. The things he sees discourage him, for example one ramshackle shed, several rusty pumps and a corral that couldn’t hold the larnest, mule greeted me. This sight was troubling .” The desolation begins to wear away his hope of finding a building or town sometimes the things are psychologically damaging,” In an ironic twist that should please all sadists reading this, the building abandoned years earlier, by the looks of it – had been a Welch’s Grape Juice factory and bottling plant. A sand blasted picture of a young boy pouring a refreshing glass of juice into his mouth could still be seen.” For someone who is quickly running out of water, this this irony could make one lose their resolve to continue. The snake and rolling hills slow him down, and make him use more energy. The heat dehydrates the cyclist even faster. The environment is a hostile one for a cyclist.    	3.0	2.0		3.0																					
7036	3	During the cyclist trail there are many factors that play out to be disadvantages to him/her. There are rough roads, bad water pump, abandoned battling plant, and the long lasting truth that it wasn’t even his path. All of these factors create something new in the cyclist. As the cyclist recover the first town and realizes it is decreased he is initially amused. He then pedals on, but realizes his water is running low. Then , what is originally a sign of hope because another let down. A water pump found just in time, but the water is no longer any determination they reach “rough roads” creating, once again, a more painful journey. Finally, the cyclist sees a building in the distance, but again, deserted. The only goodness as the poor cyclist is when they came along a bait “tar, some sign of civilization that keeps him alive. Hope after hope arises to the end in turmoil upon turmoil. These encounters would cause oneself to become persimistic on even a task, but he sought through. These encounters create an interesting meal. Every time you catch word on hope you become entitled to what could happen next and then feel sorry for the cyclist after having hope on multiple occasions. The steady and salidrising the plot keeps the reader entitled wanting more.	3.0	3.0		3.0																					
7040	3	The features of the setting in the essay, “Rough Road Ahead: Do Not Exceed Posted speed limit” affect the cyclist. As the cyclist rides to his destination, he encounters obstacles and views his surroundings. The author gives the starting setting in the second paragraph as “a reservoir campground outside of lodi, California an early. Summer evening.” The reader is informed that the temperatures are not in summers in California. This gives the cyclist his main conflict, the lack of water. With temperatures being high, it is easier to become quickly dehydrated. The author stated, “The sun was beginning to beat down and I was traveling through the high deserts of California in June. Also, to cyclist encounters a ridiculously large” snake in the middle of the rode. The reader is aware that there are many conflicts which one can encounter while cycling. There are finally many features of the setting that let the cyclist know where he currently is, and the place where he wants to be most, the cool pines and rushing rivers of Yosemite.” @CAPS1 the essay, the cyclist is determined to reach Yosemite, and although he faces troubles, he doesn’t give up and is relieved when he finally receives water.	3.0	3.0		3.0																					
7050	3	Throughout his journey, the protagonist in the story encounters obstacles in the setting. First off, he is cycling in the hot, dry, desert. There is no civilization or natural water source, so he faces dehydration. Additionally, the terrain he was riding on proved difficult. He encountered rolling hills that took a lot of energy to ride up. There were even signs for “rough road ahead,” @CAPS1 obstacle was a mental obstacle. He came across an abandoned juice factory when he needed an occupied building. These were ironic and mentally frustating. The cyclist must have lost hope in @CAPS2 civilization after he found @NUM1 abandoned examples of civilization. This discouragement must have made his journey more mentally challenging.	3.0	3.0		3.0																					
7053	3	The hot, dry, desert setting affects the cyclist in many different ways, “I was traveling through the high deserts of California in June” (@NUM1). The cyclist is very hot. He was thirsty but, “A tarlike substance ooted out, followed by brakish water feeling somewhere in the neighborhood of zoo (@NUM2). The water was barely even water, so he didn’t have much to drink until the next town. “Flat road was replaced by short, rolling  hills” (@NUM3). Flat road is much easier to bike on then hills. He was thirstier and more tired after biking on hills “A sandblasted picture of a young boy pouring a refreshing glass of juice in his mouth could still be seen” (@NUM4) on an old welchs grape fruit factory. This makes the cyclist envicus of the young boy. It also discourages him. In conclusion, the water being bad, the terrain change. the picture of the young boy, and the fact that the cyclist drinks a lot makes him tired, hot, envious, and generally exausted.	3.0	2.0		3.0																					
7054	3	The features of the setting affect the cyclist because when he has water and plenty of it, the setting seems to be smooth, easy riding. This means that he doesn’t have to use much water, but he still uses some because anyone that rides @NUM1 miles on a bike will need plenty of water no matter what the terrain is like. The features of the setting affect the cyclist toward the middle and end of his trip greatly because it gets rough and hilly and so he needs more water that he doesn’t have. And since he was planning on being able to get water at the first stop he didn’t conserve it as well, so this left less water for him to have when he really needed it. He then became dehydrated after his first stop, and he didn’t get any more water there so it caused him to dehydrate. So it seem that the features of the setting affect the cyclist because when he has plenty of water and doesn’t really need it the terrain is smooth and easy to ride but as he drinks his water the terrain gets rougher and worse. So the features of the setting affects him greatly in that they don’t help him they just get worse when he needs it to get better.	3.0	2.0		3.0																					
7056	3	"After reading, Rough Road Ahead: Do Not Exceed Speed Limit,” I noticed that the setting of this adventure affected the narrator. First of all, the heat cause the narrator to be uncomfortable and thirstier. While on the moving, he refers to the trip as a ,”water-deplating” one this quote shows that he was lacking water and that this was a major problem. Also it refers to the road as “rolling hills"", and this shows the reader that they seem to go on forever. This lowers the narrator’s hope of getting there quickly. Also the desert gives the author low hope of reaching his destination. The setting affects the narrator both physically and mentally."	2.0	3.0		3.0																					
7059	3	Many features of the setting affect the cyclist. First, he was in “high desert of California in June.” This affected him many ways. It makes him become very dehydrated. He had to conserve his water and chew on pebbles to get any spit to collect in his mouth. Also, the road became very rough. The new terrain made him has to push himself harder and lose energy quicker. The last feature would be the distance. He had to travel a lot further then he had planned to. This again affected his energy and spirits with thoughts of possible death, and not be able to make it. Those are how just some of the features of the setting affected the cyclist.	2.0	3.0		3.0																					
7065	3	The features of the setting  affect the cyclist in many ways. The setting was a dry California desert, for if it had been a busting city, the events in the story would have not happened. The author asked a group of old men for directions to Yosemite National Park, and , “like a foolish yuuth,” folluwed their advice. Everything started out fine until he reached the second town. He –ans almost dehydrated and “in an ironic twist” he reached on abandoned grape juice foctary. Almost all hope was lost for him until he rounded the bend and came across his new hope: “Gary and Wilber’s Fish camp-if you wont bait pur the big ones, we’re your best bet “ in He end he learned tostick to a map instead of old people who “haven’t left the confines of their purchess,hce carter was ,h office”	3.0	3.0		3.0																					
7075	3	"The setting of this story is a dry, hot desert in the middle of June. These features of the setting, effect the author, because it shows how he starts of strong + determained and his left weak + doubtful. In the begining of the story, the author says, “Things began well enough. I rode into the morning with strong legs and a smile on my face.” This is showing the readers confidence he has with himself before starting his trip. Later on in the story, he discribes the setting as “the high deserts of California in June.” He is discribing the heat + what he is facing. It goes on to tell how he is dehydrated in worn out. But he comes to a town, ""cool water drippen from my head as I slumped against the wall."" @CAPS1 he is relieved. As the setting changes, the authors attitude changes as well."	3.0	3.0		3.0																					
7079	3	"In the story “Rough Road Ahead Do Not Exceed Posted Speed Limit"" the narrator is faced with the challenging and perilous desert he must cross. He wasnt traveling in a car, he was riding a bike and crossing a desert on foot is tiring enough let alone on a bike. ""The speed limit was @NUM1. I was doing a water depleting @NUM2. Sometimes life can be so cruel.” In the horrible @NUM3 degree heat the narrator gulps down his water bottles at such a rate that he’s at risk of running out. Not only that but he’s been pedaling for such a long time that he @MONTH1 pass out from exaustion or,.” I could drop from heatstroke on a gorgeous day in June simply because I listened to some gentlemen who hadnt been off their porch in decades.” So I would say the narrator was pretty hasseled by his surroundings. "	3.0	2.0		3.0																					
7082	3	The cyclist is riding through the high deserts in California. In this environment everything looks the same for miles. The cyclist is dehydrated and is getting worse because he has no protection from the sun. It is hard for the cyclist to keep in good spirits because he is not even coming across any towns or sources of water. The cyclist says “About forty miles into the pedal, I arrived at the first ‘town.’ This place might have been a thriving little spot at one time- say before the last world war- but on that morning it fit the traditional definition of a ghost town.” This made the cyclist doubt the old timers directions. In the wide open desert, the cyclist was only coming across something after at least twenty miles. The heat, lack of water, and lack of civilization made the cyclist think he was “going to die and the birds would pick [him] clean. When the cyclist spots the abandoned Welch’s factory, the cyclist says they used what seemed to be their last bit of energy. The conditions affected the cyclist	3.0	2.0		3.0																					
